product_id,timestamp,url,domain,title,brand,model,price_text,price_value,price_category,rating_text,rating_value,rating_category,total_reviews,positive_sentiment,negative_sentiment,review_quality_score,ai_category,ai_recommendation,ai_strengths,ai_weaknesses
trendyol_telefonu-xiaomi-turkiye-garantili-,2025-08-06T23:04:15.183090,https://www.trendyol.com/xiaomi/redmi-13-8-gb-ram-256-gb-sari-cep-telefonu-xiaomi-turkiye-garantili-p-836127383?merchantId=968&boutiqueId=681310,trendyol.com,Xiaomi Redmi 13 8 GB RAM 256 GB Sarı Cep Telefonu (Xiaomi Türkiye Garantili),Xiaomi,Redmi,"Son 7 Günün En Düşük Fiyatı!
8.599 TL",8.599,Ekonomik,4.3 yıldız,4.3,Çok İyi,100,31.0,1.0,0.97,Telefon,70,Güvenilir marka | İyi fiyat-performans | Yeterli RAM kapasitesi | Geniş depolama alanı,Detaylı AI analizi günlük limite takıldı | Kapsamlı karşılaştırma yapılamadı
