product_id,timestamp,url,domain,title,brand,model,price_text,price_value,price_category,rating_text,rating_value,rating_category,total_reviews,positive_sentiment,negative_sentiment,review_quality_score,ai_category,ai_recommendation,ai_strengths,ai_weaknesses
trendyol_857296122,2025-08-06T22:28:39.101825,https://www.trendyol.com/apple/iphone-16-128gb-pembe-p-857296122?merchantId=968&boutiqueId=681310,trendyol.com,Apple iPhone 16 128GB Pembe,Apple,iPhone,59.799 TL,59.799,Ekonomik,4.6 yıldız,4.6,Mükemmel,100,1.0,0.0,0.94,Telefon,70,Premium tasarım | Güçlü ekosistem | Yeterli RAM kapasitesi | Standart depolama,Detaylı AI analizi günlük limite takıldı | Kapsamlı karşılaştırma yapılamadı
