product_id,timestamp,url,domain,title,brand,model,price_text,price_value,price_category,rating_text,rating_value,rating_category,total_reviews,positive_sentiment,negative_sentiment,review_quality_score,ai_category,ai_recommendation,ai_strengths,ai_weaknesses
trendyol_telefonu-,2025-08-06T21:37:33.876283,https://www.trendyol.com/xiaomi/redmi-13-8-gb-ram-256-gb-mavi-cep-telefonu-p-836127381,trendyol.com,Xiaomi Redmi 13 8 GB RAM 256 GB Mavi Cep Telefonu (Xiaomi Türkiye Garantili),Xiaomi,Redmi,"8.998,99 TL",99.0,Ekonomik,4.5 yıldız,4.5,Mükemmel,50,0.0,0.0,1.11,Telefon,70,Güvenilir marka | İyi fiyat-performans | Yeterli RAM kapasitesi | Geniş depolama alanı,Detaylı AI analizi günlük limite takıldı | Kapsamlı karşılaştırma yapılamadı
