product_id,timestamp,url,domain,title,brand,model,price_text,price_value,price_category,rating_text,rating_value,rating_category,total_reviews,positive_sentiment,negative_sentiment,review_quality_score,ai_category,ai_recommendation,ai_strengths,ai_weaknesses
amazon_B0D6R8SNYW,2025-08-06T21:23:39.841216,https://www.amazon.com.tr/Xiaomi-Redmi-13-Telefon-yar%C4%B1s%C4%B1/dp/B0D6R8SNYW/ref=sr_1_1?adgrpid=154898798301&dib=eyJ2IjoiMSJ9.FoDKunnY-o7ffxMLo0Ms4_PmTufkILjTdy3UigiTS2ihIEsV374xIDBss7QEaW2YpgY950ae4YDN5SIZ-jiL1Fzg7wHReAADSsNvDJ_azR7LE5S9V6jBBO-WmlXWPYgx1LUsx6E16alj0ScUS1trNF2bgd_fRKDvljgVfBkX25vTBDhN_ZByYjwB-rzu2G5Xk5Axmv1y-f8r3tSJdk33bHg7K4glfvayu1SqZ01CKGyEbWiVObiYta8bnrzN_XayztoXsE2a7gSag9C9aJJgFz9VDfQf-COOnt0cYs-bGgE.G05Qo3Ofe1eVI2wtpq_2VVBNU725Fcj4aF8mcV8L114&dib_tag=se&hvadid=735444692098&hvdev=c&hvlocphy=9056846&hvnetw=g&hvqmt=b&hvrand=16876450803422867784&hvtargid=kwd-2280897528880&hydadcr=12171_2504896&keywords=xiaomi%2Bredmi%2B13%2B8gb&mcid=38af44b7b0ac39b6ad28541d82c00731&qid=1754499061&sr=8-1&th=1,amazon.com.tr,"Xiaomi Redmi 13 8GB RAM 256GB ROM, Cep Telefon, Gece yarısı Siyahı",Xiaomi,Redmi,8.699,8.699,Ekonomik,"4,2/5 yıldız",4.2,Çok İyi,10,100.0,0.0,1.15,Telefon,65,Tanınmış marka | Popüler ürün | Ekonomik fiyat seviyesinde,AI analizi hatası: API quota aşıldı | Detaylı analiz yapılamadı
